270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
271010	N-	----ASN-	βιβλαρίδιον	βιβλαρίδιον		biblari/dion
271010	P-	--------	ἐκ	ἐκ		e)k
271010	RA	----GSF-	τῆς	ὁ		o(
271010	N-	----GSF-	χειρὸς	χείρ		xei/r
271010	RA	----GSM-	τοῦ	ὁ		o(
271010	N-	----GSM-	ἀγγέλου	ἄγγελος		a)/ggeloj
271010	C-	--------	καὶ	καί		kai/
271010	V-	1AAI-S--	κατέφαγον	κατεσθίω		katesqi/w
271010	RP	----ASN-	αὐτό	αὐτός	,	au)to/j
271010	C-	--------	καὶ	καί		kai/
271010	V-	3IAI-S--	ἦν	εἰμί		ei)mi/
271010	P-	--------	ἐν	ἐν		e)n
271010	RA	----DSN-	τῷ	ὁ		o(
271010	N-	----DSN-	στόματί	στόμα		sto/ma
271010	RP	----GS--	μου	ἐγώ		e)gw/
271010	C-	--------	ὡς	ὡς		w(j
271010	N-	----NSN-	μέλι	μέλι		me/li
271010	A-	----NSN-	γλυκύ	γλυκύς	·	gluku/j
271010	C-	--------	καὶ	καί		kai/
271010	C-	--------	ὅτε	ὅτε		o(/te
271010	V-	1AAI-S--	ἔφαγον	ἐσθίω		e)sqi/w
271010	RP	----ASN-	αὐτό	αὐτός	,	au)to/j
271010	V-	3API-S--	ἐπικράνθη	πικραίνω		pikrai/nw
271010	RA	----NSF-	ἡ	ὁ		o(
271010	N-	----NSF-	κοιλία	κοιλία		koili/a
271010	RP	----GS--	μου	ἐγώ	.	e)gw/
271011	C-	--------	Καὶ	καί		kai/
271011	V-	3PAI-P--	λέγουσίν	λέγω		le/gw
271011	RP	----DS--	μοι	ἐγώ	·	e)gw/
271011	V-	3PAI-S--	Δεῖ	δέω		de/w
271011	RP	----AS--	σε	σύ		su/
271011	D-	--------	πάλιν	πάλιν		pa/lin
271011	V-	-AAN----	προφητεῦσαι	προφητεύω		profhteu/w
271011	P-	--------	ἐπὶ	ἐπί		e)pi/
271011	N-	----DPM-	λαοῖς	λαός		lao/j
271011	C-	--------	καὶ	καί		kai/
271011	N-	----DPN-	ἔθνεσιν	ἔθνος		e)/qnoj
271011	C-	--------	καὶ	καί		kai/
271011	N-	----DPF-	γλώσσαις	γλῶσσα		glw=ssa
271011	C-	--------	καὶ	καί		kai/
271011	N-	----DPM-	βασιλεῦσιν	βασιλεύς		basileu/j
271011	A-	----DPM-	πολλοῖς	πολύς	.	polu/j
271101	C-	--------	Καὶ	καί		kai/
271101	V-	3API-S--	ἐδόθη	δίδωμι		di/dwmi
271101	RP	----DS--	μοι	ἐγώ		e)gw/
271101	N-	----NSM-	κάλαμος	κάλαμος		ka/lamoj
271101	A-	----NSM-	ὅμοιος	ὅμοιος		o(/moioj
271101	N-	----DSF-	ῥάβδῳ	ῥάβδος	,	r(a/bdoj
271101	V-	-PAPNSM-	λέγων	λέγω	·	le/gw
271101	V-	2PAD-S--	Ἔγειρε	ἐγείρω		e)gei/rw
271101	C-	--------	καὶ	καί		kai/
271101	V-	2AAD-S--	μέτρησον	μετρέω		metre/w
271101	RA	----ASM-	τὸν	ὁ		o(
271101	N-	----ASM-	ναὸν	ναός		nao/j
271101	RA	----GSM-	τοῦ	ὁ		o(
271101	N-	----GSM-	θεοῦ	θεός		qeo/j
271101	C-	--------	καὶ	καί		kai/
271101	RA	----ASN-	τὸ	ὁ		o(
271101	N-	----ASN-	θυσιαστήριον	θυσιαστήριον		qusiasth/rion
271101	C-	--------	καὶ	καί		kai/
271101	RA	----APM-	τοὺς	ὁ		o(
271101	V-	-PAPAPM-	προσκυνοῦντας	προσκυνέω		proskune/w
271101	P-	--------	ἐν	ἐν		e)n
271101	RP	----DSM-	αὐτῷ	αὐτός	.	au)to/j
271102	C-	--------	καὶ	καί		kai/
271102	RA	----ASF-	τὴν	ὁ		o(
271102	N-	----ASF-	αὐλὴν	αὐλή		au)lh/
271102	RA	----ASF-	τὴν	ὁ		o(
271102	D-	--------	ἔξωθεν	ἔξωθεν		e)/cwqen
271102	RA	----GSM-	τοῦ	ὁ		o(
271102	N-	----GSM-	ναοῦ	ναός		nao/j
271102	V-	2AAD-S--	ἔκβαλε	ἐκβάλλω		e)kba/llw
271102	D-	--------	ἔξωθεν	ἔξωθεν	,	e)/cwqen
271102	C-	--------	καὶ	καί		kai/
271102	D-	--------	μὴ	μή		mh/
271102	RP	----ASF-	αὐτὴν	ἑαυτοῦ		e(autou=
271102	V-	2AAS-S--	μετρήσῃς	μετρέω	,	metre/w
271102	C-	--------	ὅτι	ὅτι		o(/ti
271102	V-	3API-S--	ἐδόθη	δίδωμι		di/dwmi
271102	RA	----DPN-	τοῖς	ὁ		o(
271102	N-	----DPN-	ἔθνεσιν	ἔθνος	,	e)/qnoj
271102	C-	--------	καὶ	καί		kai/
271102	RA	----ASF-	τὴν	ὁ		o(
271102	N-	----ASF-	πόλιν	πόλις		po/lij
271102	RA	----ASF-	τὴν	ὁ		o(
271102	A-	----ASF-	ἁγίαν	ἅγιος		a(/gioj
271102	V-	3FAI-P--	πατήσουσιν	πατέω		pate/w
271102	N-	----APM-	μῆνας	μήν		mh/n
271102	A-	----APM-	τεσσεράκοντα	τεσσεράκοντα		tessera/konta
271102	A-	----APM-	δύο	δύο	.	du/o
271103	C-	--------	καὶ	καί		kai/
271103	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
271103	RA	----DPM-	τοῖς	ὁ		o(
271103	A-	----DPM-	δυσὶν	δύο		du/o
271103	N-	----DPM-	μάρτυσίν	μάρτυς		ma/rtuj
271103	RP	----GS--	μου	ἐγώ	,	e)gw/
271103	C-	--------	καὶ	καί		kai/
271103	V-	3FAI-P--	προφητεύσουσιν	προφητεύω		profhteu/w
271103	N-	----APF-	ἡμέρας	ἡμέρα		h(me/ra
271103	A-	----APF-	χιλίας	χίλιοι		xi/lioi
271103	A-	----APF-	διακοσίας	διακόσιοι		diako/sioi
271103	A-	----APF-	ἑξήκοντα	ἑξήκοντα	,	e(ch/konta
271103	V-	-XMPNPM-	περιβεβλημένοι	περιβάλλω		periba/llw
271103	N-	----APM-	σάκκους	σάκκος	.	sa/kkoj
271104	RD	----NPM-	Οὗτοί	οὗτος		ou(=toj
271104	V-	3PAI-P--	εἰσιν	εἰμί		ei)mi/
271104	RA	----NPF-	αἱ	ὁ		o(
271104	A-	----NPF-	δύο	δύο		du/o
271104	N-	----NPF-	ἐλαῖαι	ἐλαία		e)lai/a
271104	C-	--------	καὶ	καί		kai/
271104	RA	----NPF-	αἱ	ὁ		o(
271104	A-	----NPF-	δύο	δύο		du/o
271104	N-	----NPF-	λυχνίαι	λυχνία		luxni/a
271104	RA	----NPF-	αἱ	ὁ		o(
271104	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
271104	RA	----GSM-	τοῦ	ὁ		o(
271104	N-	----GSM-	κυρίου	κύριος		ku/rioj
271104	RA	----GSF-	τῆς	ὁ		o(
271104	N-	----GSF-	γῆς	γῆ		gh=
271104	V-	-XAPNPM-	ἑστῶτες	ἵστημι	.	i(/sthmi
271105	C-	--------	καὶ	καί		kai/
271105	C-	--------	εἴ	εἰ		ei)
271105	RI	----NSM-	τις	τις		tij
271105	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271105	V-	3PAI-S--	θέλει	θέλω		qe/lw
271105	V-	-AAN----	ἀδικῆσαι	ἀδικέω	,	a)dike/w
271105	N-	----NSN-	πῦρ	πῦρ		pu=r
271105	V-	3PMI-S--	ἐκπορεύεται	ἐκπορεύομαι		e)kporeu/omai
271105	P-	--------	ἐκ	ἐκ		e)k
271105	RA	----GSN-	τοῦ	ὁ		o(
271105	N-	----GSN-	στόματος	στόμα		sto/ma
271105	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271105	C-	--------	καὶ	καί		kai/
271105	V-	3PAI-S--	κατεσθίει	κατεσθίω		katesqi/w
271105	RA	----APM-	τοὺς	ὁ		o(
271105	A-	----APM-	ἐχθροὺς	ἐχθρός		e)xqro/j
271105	RP	----GPM-	αὐτῶν	αὐτός	·	au)to/j
271105	C-	--------	καὶ	καί		kai/
271105	C-	--------	εἴ	εἰ		ei)
271105	RI	----NSM-	τις	τις		tij
271105	V-	3AAS-S--	θελήσῃ	θέλω		qe/lw
271105	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271105	V-	-AAN----	ἀδικῆσαι	ἀδικέω	,	a)dike/w
271105	D-	--------	οὕτως	οὕτω(ς)		ou(/tw[j]
271105	V-	3PAI-S--	δεῖ	δέω		de/w
271105	RP	----ASM-	αὐτὸν	αὐτός		au)to/j
271105	V-	-APN----	ἀποκτανθῆναι	ἀποκτείνω	.	a)poktei/nw
271106	RD	----NPM-	οὗτοι	οὗτος		ou(=toj
271106	V-	3PAI-P--	ἔχουσιν	ἔχω		e)/xw
271106	RA	----ASF-	τὴν	ὁ		o(
271106	N-	----ASF-	ἐξουσίαν	ἐξουσία		e)cousi/a
271106	V-	-AAN----	κλεῖσαι	κλείω		klei/w
271106	RA	----ASM-	τὸν	ὁ		o(
271106	N-	----ASM-	οὐρανόν	οὐρανός	,	ou)rano/j
271106	C-	--------	ἵνα	ἵνα		i(/na
271106	D-	--------	μὴ	μή		mh/
271106	N-	----NSM-	ὑετὸς	ὑετός		u(eto/j
271106	V-	3PAS-S--	βρέχῃ	βρέχω		bre/xw
271106	RA	----APF-	τὰς	ὁ		o(
271106	N-	----APF-	ἡμέρας	ἡμέρα		h(me/ra
271106	RA	----GSF-	τῆς	ὁ		o(
271106	N-	----GSF-	προφητείας	προφητεία		profhtei/a
271106	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
271106	C-	--------	καὶ	καί		kai/
271106	N-	----ASF-	ἐξουσίαν	ἐξουσία		e)cousi/a
271106	V-	3PAI-P--	ἔχουσιν	ἔχω		e)/xw
271106	P-	--------	ἐπὶ	ἐπί		e)pi/
271106	RA	----GPN-	τῶν	ὁ		o(
271106	N-	----GPN-	ὑδάτων	ὕδωρ		u(/dwr
271106	V-	-PAN----	στρέφειν	στρέφω		stre/fw
271106	RP	----APN-	αὐτὰ	αὐτός		au)to/j
271106	P-	--------	εἰς	εἰς		ei)j
271106	N-	----ASN-	αἷμα	αἷμα		ai(=ma
271106	C-	--------	καὶ	καί		kai/
271106	V-	-AAN----	πατάξαι	πατάσσω		pata/ssw
271106	RA	----ASF-	τὴν	ὁ		o(
271106	N-	----ASF-	γῆν	γῆ		gh=
271106	P-	--------	ἐν	ἐν		e)n
271106	A-	----DSF-	πάσῃ	πᾶς		pa=j
271106	N-	----DSF-	πληγῇ	πληγή		plhgh/
271106	C-	--------	ὁσάκις	ὁσάκις		o(sa/kij
271106	X-	--------	ἐὰν	ἐάν		e)a/n
271106	V-	3AAS-P--	θελήσωσιν	θέλω	.	qe/lw
271107	C-	--------	Καὶ	καί		kai/
271107	C-	--------	ὅταν	ὅταν		o(/tan
271107	V-	3AAS-P--	τελέσωσιν	τελέω		tele/w
271107	RA	----ASF-	τὴν	ὁ		o(
271107	N-	----ASF-	μαρτυρίαν	μαρτυρία		marturi/a
271107	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
271107	RA	----NSN-	τὸ	ὁ		o(
271107	N-	----NSN-	θηρίον	θηρίον		qhri/on
271107	RA	----NSN-	τὸ	ὁ		o(
271107	V-	-PAPNSN-	ἀναβαῖνον	ἀναβαίνω		a)nabai/nw
271107	P-	--------	ἐκ	ἐκ		e)k
271107	RA	----GSF-	τῆς	ὁ		o(
271107	N-	----GSF-	ἀβύσσου	ἄβυσσος		a)/bussoj
271107	V-	3FAI-S--	ποιήσει	ποιέω		poie/w
271107	P-	--------	μετ	μετά		meta/
271107	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271107	N-	----ASM-	πόλεμον	πόλεμος		po/lemoj
271107	C-	--------	καὶ	καί		kai/
271107	V-	3FAI-S--	νικήσει	νικάω		nika/w
271107	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271107	C-	--------	καὶ	καί		kai/
271107	V-	3FAI-S--	ἀποκτενεῖ	ἀποκτείνω		a)poktei/nw
271107	RP	----APM-	αὐτούς	ἑαυτοῦ	.	e(autou=
271108	C-	--------	καὶ	καί		kai/
271108	RA	----NSN-	τὸ	ὁ		o(
271108	N-	----NSN-	πτῶμα	πτῶμα		ptw=ma
271108	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271108	P-	--------	ἐπὶ	ἐπί		e)pi/
271108	RA	----GSF-	τῆς	ὁ		o(
271108	A-	----GSF-	πλατείας	πλατεῖα		platei=a
271108	RA	----GSF-	τῆς	ὁ		o(
271108	N-	----GSF-	πόλεως	πόλις		po/lij
271108	RA	----GSF-	τῆς	ὁ		o(
271108	A-	----GSF-	μεγάλης	μέγας	,	me/gaj
271108	RR	----NSF-	ἥτις	ὅστις		o(/stij
271108	V-	3PPI-S--	καλεῖται	καλέω		kale/w
271108	D-	--------	πνευματικῶς	πνευματικῶς		pneumatikw=j
271108	N-	----NPN-	Σόδομα	Σόδομα		So/doma
271108	C-	--------	καὶ	καί		kai/
271108	N-	----NSF-	Αἴγυπτος	Αἴγυπτος	,	Ai)/guptoj
271108	D-	--------	ὅπου	ὅπου		o(/pou
271108	D-	--------	καὶ	καί		kai/
271108	RA	----NSM-	ὁ	ὁ		o(
271108	N-	----NSM-	κύριος	κύριος		ku/rioj
271108	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271108	V-	3API-S--	ἐσταυρώθη	σταυρόω	.	stauro/w
271109	C-	--------	καὶ	καί		kai/
271109	V-	3PAI-P--	βλέπουσιν	βλέπω		ble/pw
271109	P-	--------	ἐκ	ἐκ		e)k
271109	RA	----GPM-	τῶν	ὁ		o(
271109	N-	----GPM-	λαῶν	λαός		lao/j
271109	C-	--------	καὶ	καί		kai/
271109	N-	----GPF-	φυλῶν	φυλή		fulh/
271109	C-	--------	καὶ	καί		kai/
271109	N-	----GPF-	γλωσσῶν	γλῶσσα		glw=ssa
271109	C-	--------	καὶ	καί		kai/
271109	N-	----GPN-	ἐθνῶν	ἔθνος		e)/qnoj
271109	RA	----ASN-	τὸ	ὁ		o(
271109	N-	----ASN-	πτῶμα	πτῶμα		ptw=ma
271109	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271109	N-	----APF-	ἡμέρας	ἡμέρα		h(me/ra
271109	A-	----APF-	τρεῖς	τρεῖς		trei=j
271109	C-	--------	καὶ	καί		kai/
271109	A-	----ASN-	ἥμισυ	ἥμισυς	,	h(/misuj
271109	C-	--------	καὶ	καί		kai/
271109	RA	----APN-	τὰ	ὁ		o(
271109	N-	----APN-	πτώματα	πτῶμα		ptw=ma
271109	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271109	D-	--------	οὐκ	οὐ		ou)
271109	V-	3PAI-P--	ἀφίουσιν	ἀφίημι		a)fi/hmi
271109	V-	-APN----	τεθῆναι	τίθημι		ti/qhmi
271109	P-	--------	εἰς	εἰς		ei)j
271109	N-	----ASN-	μνῆμα	μνῆμα	.	mnh=ma
271110	C-	--------	καὶ	καί		kai/
271110	RA	----NPM-	οἱ	ὁ		o(
271110	V-	-PAPNPM-	κατοικοῦντες	κατοικέω		katoike/w
271110	P-	--------	ἐπὶ	ἐπί		e)pi/
271110	RA	----GSF-	τῆς	ὁ		o(
271110	N-	----GSF-	γῆς	γῆ		gh=
271110	V-	3PAI-P--	χαίρουσιν	χαίρω		xai/rw
271110	P-	--------	ἐπ	ἐπί		e)pi/
271110	RP	----DPM-	αὐτοῖς	αὐτός		au)to/j
271110	C-	--------	καὶ	καί		kai/
271110	V-	3PPI-P--	εὐφραίνονται	εὐφραίνω	,	eu)frai/nw
271110	C-	--------	καὶ	καί		kai/
271110	N-	----APN-	δῶρα	δῶρον		dw=ron
271110	V-	3FAI-P--	πέμψουσιν	πέμπω		pe/mpw
271110	RP	----DPM-	ἀλλήλοις	ἀλλήλων	,	a)llh/lwn
271110	C-	--------	ὅτι	ὅτι		o(/ti
271110	RD	----NPM-	οὗτοι	οὗτος		ou(=toj
271110	RA	----NPM-	οἱ	ὁ		o(
271110	A-	----NPM-	δύο	δύο		du/o
271110	N-	----NPM-	προφῆται	προφήτης		profh/thj
271110	V-	3AAI-P--	ἐβασάνισαν	βασανίζω		basani/zw
271110	RA	----APM-	τοὺς	ὁ		o(
271110	V-	-PAPAPM-	κατοικοῦντας	κατοικέω		katoike/w
271110	P-	--------	ἐπὶ	ἐπί		e)pi/
271110	RA	----GSF-	τῆς	ὁ		o(
271110	N-	----GSF-	γῆς	γῆ	.	gh=
271111	C-	--------	Καὶ	καί		kai/
271111	P-	--------	μετὰ	μετά		meta/
271111	RA	----APF-	τὰς	ὁ		o(
271111	A-	----APF-	τρεῖς	τρεῖς		trei=j
271111	N-	----APF-	ἡμέρας	ἡμέρα		h(me/ra
271111	C-	--------	καὶ	καί		kai/
271111	A-	----ASN-	ἥμισυ	ἥμισυς		h(/misuj
271111	N-	----NSN-	πνεῦμα	πνεῦμα		pneu=ma
271111	N-	----GSF-	ζωῆς	ζωή		zwh/
271111	P-	--------	ἐκ	ἐκ		e)k
271111	RA	----GSM-	τοῦ	ὁ		o(
271111	N-	----GSM-	θεοῦ	θεός		qeo/j
271111	V-	3AAI-S--	εἰσῆλθεν	εἰσέρχομαι		ei)se/rxomai
271111	P-	--------	ἐν	ἐν		e)n
271111	RP	----DPM-	αὐτοῖς	αὐτός	,	au)to/j
271111	C-	--------	καὶ	καί		kai/
271111	V-	3AAI-P--	ἔστησαν	ἵστημι		i(/sthmi
271111	P-	--------	ἐπὶ	ἐπί		e)pi/
271111	RA	----APM-	τοὺς	ὁ		o(
271111	N-	----APM-	πόδας	πούς		pou/j
271111	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
271111	C-	--------	καὶ	καί		kai/
271111	N-	----NSM-	φόβος	φόβος		fo/boj
271111	A-	----NSM-	μέγας	μέγας		me/gaj
271111	V-	3AAI-S--	ἐπέπεσεν	ἐπιπίπτω		e)pipi/ptw
271111	P-	--------	ἐπὶ	ἐπί		e)pi/
271111	RA	----APM-	τοὺς	ὁ		o(
271111	V-	-PAPAPM-	θεωροῦντας	θεωρέω		qewre/w
271111	RP	----APM-	αὐτούς	ἑαυτοῦ	·	e(autou=
271112	C-	--------	καὶ	καί		kai/
271112	V-	3AAI-P--	ἤκουσαν	ἀκούω		a)kou/w
271112	N-	----GSF-	φωνῆς	φωνή		fwnh/
271112	A-	----GSF-	μεγάλης	μέγας		me/gaj
271112	P-	--------	ἐκ	ἐκ		e)k
271112	RA	----GSM-	τοῦ	ὁ		o(
271112	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
271112	V-	-PAPGSF-	λεγούσης	λέγω		le/gw
271112	RP	----DPM-	αὐτοῖς	αὐτός	·	au)to/j
271112	V-	2AAD-P--	Ἀνάβατε	ἀναβαίνω		a)nabai/nw
271112	D-	--------	ὧδε	ὧδε	,	w(=de
271112	C-	--------	καὶ	καί		kai/
271112	V-	3AAI-P--	ἀνέβησαν	ἀναβαίνω		a)nabai/nw
271112	P-	--------	εἰς	εἰς		ei)j
271112	RA	----ASM-	τὸν	ὁ		o(
271112	N-	----ASM-	οὐρανὸν	οὐρανός		ou)rano/j
271112	P-	--------	ἐν	ἐν		e)n
271112	RA	----DSF-	τῇ	ὁ		o(
271112	N-	----DSF-	νεφέλῃ	νεφέλη	,	nefe/lh
271112	C-	--------	καὶ	καί		kai/
271112	V-	3AAI-P--	ἐθεώρησαν	θεωρέω		qewre/w
271112	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
271112	RA	----NPM-	οἱ	ὁ		o(
271112	A-	----NPM-	ἐχθροὶ	ἐχθρός		e)xqro/j
271112	RP	----GPM-	αὐτῶν	αὐτός	.	au)to/j
271113	C-	--------	καὶ	καί		kai/
271113	P-	--------	ἐν	ἐν		e)n
271113	RD	----DSF-	ἐκείνῃ	ἐκεῖνος		e)kei=noj
271113	RA	----DSF-	τῇ	ὁ		o(
271113	N-	----DSF-	ὥρᾳ	ὥρα		w(/ra
271113	V-	3AMI-S--	ἐγένετο	γίνομαι		gi/nomai
271113	N-	----NSM-	σεισμὸς	σεισμός		seismo/j
271113	A-	----NSM-	μέγας	μέγας	,	me/gaj
271113	C-	--------	καὶ	καί		kai/
271113	RA	----NSN-	τὸ	ὁ		o(
271113	A-	----NSN-	δέκατον	δέκατος		de/katoj
271113	RA	----GSF-	τῆς	ὁ		o(
271113	N-	----GSF-	πόλεως	πόλις		po/lij
271113	V-	3AAI-S--	ἔπεσεν	πίπτω	,	pi/ptw
271113	C-	--------	καὶ	καί		kai/
271113	V-	3API-P--	ἀπεκτάνθησαν	ἀποκτείνω		a)poktei/nw
271113	P-	--------	ἐν	ἐν		e)n
271113	RA	----DSM-	τῷ	ὁ		o(
271113	N-	----DSM-	σεισμῷ	σεισμός		seismo/j
271113	N-	----NPN-	ὀνόματα	ὄνομα		o)/noma
271113	N-	----GPM-	ἀνθρώπων	ἄνθρωπος		a)/nqrwpoj
271113	N-	----NPF-	χιλιάδες	χιλιάς		xilia/j
271113	A-	----NPF-	ἑπτά	ἑπτά	,	e(pta/
271113	C-	--------	καὶ	καί		kai/
271113	RA	----NPM-	οἱ	ὁ		o(
271113	A-	----NPM-	λοιποὶ	λοιπός		loipo/j
271113	A-	----NPM-	ἔμφοβοι	ἔμφοβος		e)/mfoboj
271113	V-	3AMI-P--	ἐγένοντο	γίνομαι		gi/nomai
271113	C-	--------	καὶ	καί		kai/
271113	V-	3AAI-P--	ἔδωκαν	δίδωμι		di/dwmi
271113	N-	----ASF-	δόξαν	δόξα		do/ca
271113	RA	----DSM-	τῷ	ὁ		o(
271113	N-	----DSM-	θεῷ	θεός		qeo/j
271113	RA	----GSM-	τοῦ	ὁ		o(
271113	N-	----GSM-	οὐρανοῦ	οὐρανός	.	ou)rano/j
271114	RA	----NSF-	Ἡ	ὁ		o(
271114	X-	--------	οὐαὶ	οὐαί		ou)ai/
271114	RA	----NSF-	ἡ	ὁ		o(
271114	A-	----NSF-	δευτέρα	δεύτερος		deu/teroj
271114	V-	3AAI-S--	ἀπῆλθεν	ἀπέρχομαι	·	a)pe/rxomai
271114	X-	--------	ἰδοὺ	ἰδού		i)dou/
271114	RA	----NSF-	ἡ	ὁ		o(
271114	X-	--------	οὐαὶ	οὐαί		ou)ai/
271114	RA	----NSF-	ἡ	ὁ		o(
271114	A-	----NSF-	τρίτη	τρίτος		tri/toj
271114	V-	3PMI-S--	ἔρχεται	ἔρχομαι		e)/rxomai
271114	D-	--------	ταχύ	ταχύ	.	taxu/
271115	C-	--------	Καὶ	καί		kai/
271115	RA	----NSM-	ὁ	ὁ		o(
271115	A-	----NSM-	ἕβδομος	ἕβδομος		e(/bdomoj
271115	N-	----NSM-	ἄγγελος	ἄγγελος		a)/ggeloj
271115	V-	3AAI-S--	ἐσάλπισεν	σαλπίζω	·	salpi/zw
271115	C-	--------	καὶ	καί		kai/
271115	V-	3AMI-P--	ἐγένοντο	γίνομαι		gi/nomai
271115	N-	----NPF-	φωναὶ	φωνή		fwnh/
271115	A-	----NPF-	μεγάλαι	μέγας		me/gaj
271115	P-	--------	ἐν	ἐν		e)n
271115	RA	----DSM-	τῷ	ὁ		o(
271115	N-	----DSM-	οὐρανῷ	οὐρανός		ou)rano/j
271115	V-	-PAPNPM-	λέγοντες	λέγω	·	le/gw
271115	V-	3AMI-S--	Ἐγένετο	γίνομαι		gi/nomai
271115	RA	----NSF-	ἡ	ὁ		o(
271115	N-	----NSF-	βασιλεία	βασιλεία		basilei/a
271115	RA	----GSM-	τοῦ	ὁ		o(
271115	N-	----GSM-	κόσμου	κόσμος		ko/smoj
271115	RA	----GSM-	τοῦ	ὁ		o(
271115	N-	----GSM-	κυρίου	κύριος		ku/rioj
271115	RP	----GP--	ἡμῶν	ἐγώ		e)gw/
271115	C-	--------	καὶ	καί		kai/
271115	RA	----GSM-	τοῦ	ὁ		o(
271115	N-	----GSM-	χριστοῦ	Χριστός		Xristo/j
271115	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
271115	C-	--------	καὶ	καί		kai/
271115	V-	3FAI-S--	βασιλεύσει	βασιλεύω		basileu/w
271115	P-	--------	εἰς	εἰς		ei)j
271115	RA	----APM-	τοὺς	ὁ		o(
271115	N-	----APM-	αἰῶνας	αἰών		ai)w/n
271115	RA	----GPM-	τῶν	ὁ		o(
271115	N-	----GPM-	αἰώνων	αἰών	.	ai)w/n
271116	C-	--------	Καὶ	καί		kai/
271116	RA	----NPM-	οἱ	ὁ		o(
271116	A-	----NPM-	εἴκοσι	εἴκοσι(ν)		ei)/kosi[n]
271116	A-	----NPM-	τέσσαρες	τέσσαρες		te/ssarej
271116	A-	----NPM-	πρεσβύτεροι	πρεσβύτερος		presbu/teroj
271116	RA	----NPM-	οἱ	ὁ		o(
271116	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
271116	RA	----GSM-	τοῦ	ὁ		o(
271116	N-	----GSM-	θεοῦ	θεός		qeo/j
271116	V-	-PMPNPM-	καθήμενοι	κάθημαι		ka/qhmai
271116	P-	--------	ἐπὶ	ἐπί		e)pi/
271116	RA	----APM-	τοὺς	ὁ		o(
271116	N-	----APM-	θρόνους	θρόνος		qro/noj
271116	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271116	V-	3AAI-P--	ἔπεσαν	πίπτω		pi/ptw
271116	P-	--------	ἐπὶ	ἐπί		e)pi/
271116	RA	----APN-	τὰ	ὁ		o(
271116	N-	----APN-	πρόσωπα	πρόσωπον		pro/swpon
271116	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
271116	C-	--------	καὶ	καί		kai/
271116	V-	3AAI-P--	προσεκύνησαν	προσκυνέω		proskune/w
271116	RA	----DSM-	τῷ	ὁ		o(
271116	N-	----DSM-	θεῷ	θεός	,	qeo/j
271117	V-	-PAPNPM-	λέγοντες	λέγω	·	le/gw
271117	V-	1PAI-P--	Εὐχαριστοῦμέν	εὐχαριστέω		eu)xariste/w
271117	RP	----DS--	σοι	σύ	,	su/
271117	N-	----VSM-	κύριε	κύριος	,	ku/rioj
271117	RA	----VSM-	ὁ	ὁ		o(
271117	N-	----NSM-	θεός	θεός	,	qeo/j
271117	RA	----VSM-	ὁ	ὁ		o(
271117	N-	----VSM-	παντοκράτωρ	παντοκράτωρ	,	pantokra/twr
271117	RA	----VSM-	ὁ	ὁ		o(
271117	V-	-PAPVSM-	ὢν	εἰμί		ei)mi/
271117	C-	--------	καὶ	καί		kai/
271117	RA	----VSM-	ὁ	ὁ		o(
271117	V-	3IAI-S--	ἦν	εἰμί	,	ei)mi/
271117	C-	--------	ὅτι	ὅτι		o(/ti
271117	V-	2XAI-S--	εἴληφας	λαμβάνω		lamba/nw
271117	RA	----ASF-	τὴν	ὁ		o(
271117	N-	----ASF-	δύναμίν	δύναμις		du/namij
271117	RP	----GS--	σου	σύ		su/
271117	RA	----ASF-	τὴν	ὁ		o(
271117	A-	----ASF-	μεγάλην	μέγας		me/gaj
271117	C-	--------	καὶ	καί		kai/
271117	V-	2AAI-S--	ἐβασίλευσας	βασιλεύω	.	basileu/w
271118	C-	--------	καὶ	καί		kai/
271118	RA	----NPN-	τὰ	ὁ		o(
271118	N-	----NPN-	ἔθνη	ἔθνος		e)/qnoj
271118	V-	3API-P--	ὠργίσθησαν	ὀργίζομαι	,	o)rgi/zomai
271118	C-	--------	καὶ	καί		kai/
271118	V-	3AAI-S--	ἦλθεν	ἔρχομαι		e)/rxomai
271118	RA	----NSF-	ἡ	ὁ		o(
271118	N-	----NSF-	ὀργή	ὀργή		o)rgh/
