1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	o(/rasij			,	O(/RASIS	O(/RASIS
38	20	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
38	20	N2	GSM	9538	οἴκου	οἰκου	οικου	οἶκος	oi)=koj				OI)/KOU	OI)=KOS
38	20	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
38	20	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j			.	QEOU=	QEO/S
38	21	C		4	Καὶ	και	και	καί	kai/				KAI\	KAI/
38	21	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
38	21	N1T	NSM	9346	Ησαιας	ησαιας	ησαιας	Ἡσαΐας	H(sai/:aj				*HSAIAS	*HSAIAS
38	21	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
38	21	N1T	ASM	9474	Εζεκιαν	εζεκιαν	εζεκιαν	Ἐζεκίας	E)zeki/aj				*EZEKIAN	*EZEKIAS
38	21	V1	PAD2S	632001	Λαβὲ	λαβε	λαβε	λαμβάνω	lamba/nw				LABE\	LAMBA/NW
38	21	N1	ASF	13570	παλάθην	παλαθην	παλαθην	παλάθης	pala/qhj				PALA/QHN	PALA/QHS
38	21	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
38	21	N1	GPF	14146	σύκων	συκων	συκων	συκῆ	sukh=				SU/KWN	SUKH=
38	21	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
38	21	VA	AAD2S	633537	τρῖψον	τριψον	τριψον	τρίβω	tri/bw				TRI=YON	TRI/BW
38	21	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
38	21	VA	AMD2S	637633	κατάπλασαι	καταπλασαι	καταπλασαι	καταπλάσσω	katapla/ssw			,	KATA/PLASAI	PLA/SSW          KATA
38	21	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
38	21	A3H	NSM	9347	ὑγιὴς	ὑγιης	υγιης	ὑγιής	u(gih/j				U(GIH\S	U(GIH/S
38	21	VF	FMI2S	637057	ἔσῃ	ἐση	εση	εἰμί	ei)mi/			.	E)/SH|	EI)MI/
38	22	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
38	22	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
38	22	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
38	22	RD	ASM	11	Τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
38	22	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
38	22	N2	ASN	17666	σημεῖον	σημειον	σημειον	σημεῖον	shmei=on			,	SHMEI=ON	SHMEI=ON
38	22	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
38	22	VF	FMI1S	604289	ἀναβήσομαι	ἀναβησομαι	αναβησομαι	ἀναβαίνω	a)nabai/nw				A)NABH/SOMAI	BAI/NW           A)NA
38	22	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
38	22	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
38	22	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi)=koj				OI)=KON	OI)=KOS
38	22	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
38	22	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
38	22	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j			.	QEOU=	QEO/S
39	1	P		8	Ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	1	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	1	N2	DSM	9602	καιρῷ	καιρω	καιρω	καιρός	kairo/j				KAIRW=|	KAIRO/S
39	1	RD	DSM	11	ἐκείνῳ	ἐκεινω	εκεινω	ἐκεῖνος	e)kei=noj				E)KEI/NW|	E)KEI=NOS
39	1	VAI	AAI3S	633473	ἀπέστειλεν	ἀπεστειλεν	απεστειλεν	ἀποστέλλω	a)poste/llw				A)PE/STEILEN	STE/LLW          A)PO
39	1	N	NSM	9346	Μαρωδαχ	μαρωδαχ	μαρωδαχ	Μαρωδαχ	Marwdax				*MARWDAX	*MARWDAX
39	1	N2	NSM	9346	υἱὸς	υἱος	υιος	υἱός	ui(o/j				UI(O\S	UI(O/S
39	1	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	1	N	GSM	9538	Λααδαν	λααδαν	λααδαν	Λααδαν	Laadan				*LAADAN	*LAADAN
39	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
39	1	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς	basileu/j				BASILEU\S	BASILEU/S
39	1	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
39	1	N1A	GSF	13634	Βαβυλωνίας	βαβυλωνιας	βαβυλωνιας	Βαβυλωνία	Babulwni/a				*BABULWNI/AS	*BABULWNI/A
39	1	N1	APF	14082	ἐπιστολὰς	ἐπιστολας	επιστολας	ἐπιστολή	e)pistolh/				E)PISTOLA\S	E)PISTOLH/
39	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	1	N3I	APM	9986	πρέσβεις	πρεσβεις	πρεσβεις	πρέσβυς	pre/sbuj				PRE/SBEIS	PRE/SBUS
39	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	1	N2N	APN	18178	δῶρα	δωρα	δωρα	δῶρον	dw=ron				DW=RA	DW=RON
39	1	N1T	ASM	9474	Εζεκια	εζεκια	εζεκια	Ἐζεκίας	E)zeki/aj			·	*EZEKIA	*EZEKIAS
39	1	VAI	AAI3S	633473	ἤκουσεν	ἠκουσεν	ηκουσεν	ἀκούω	a)kou/w				H)/KOUSEN	A)KOU/W
39	1	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
39	1	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
39	1	VSI	API3S	641665	ἐμαλακίσθη	ἐμαλακισθη	εμαλακισθη	μαλακίζω	malaki/zw				E)MALAKI/SQH	MALAKI/ZW
39	1	D		9	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
39	1	N2	GSM	9538	θανάτου	θανατου	θανατου	θάνατος	qa/natoj				QANA/TOU	QA/NATOS
39	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	1	VHI	AAI3S	633473	ἀνέστη	ἀνεστη	ανεστη	ἀνίστημι	a)ni/sthmi			.	A)NE/STH	I(/STHMI         A)NA
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	VDI	API3S	641665	ἐχάρη	ἐχαρη	εχαρη	χαίρω	xai/rw				E)XA/RH	XAI/RW
39	2	P		8	ἐπ	ἐπ	επ	ἐπί	e)pi/				E)P'	E)PI/
39	2	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
39	2	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
39	2	N1A	ASF	13570	χαρὰν	χαραν	χαραν	χαρά	xara/				XARA\N	XARA/
39	2	A1	ASF	13571	μεγάλην	μεγαλην	μεγαλην	μέγας	me/gaj				MEGA/LHN	ME/GAS
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	VAI	AAI3S	633473	ἔδειξεν	ἐδειξεν	εδειξεν	δεικνύω	deiknu/w				E)/DEICEN	DEIKNU/W
39	2	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
39	2	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
39	2	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος	oi)=koj				OI)=KON	OI)=KOS
39	2	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	2	N	GSM	9538	νεχωθα	νεχωθα	νεχωθα	νεχωθα	nexwqa				NEXWQA	NEXWQA
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
39	2	N1	GSF	13634	στακτῆς	στακτης	στακτης	στακτή	stakth/				STAKTH=S	STAKTH/
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
39	2	N3M	GPN	18242	θυμιαμάτων	θυμιαματων	θυμιαματων	θυμίαμα	qumi/ama				QUMIAMA/TWN	QUMI/AMA
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	2	N2N	GSN	17730	μύρου	μυρου	μυρου	μύρον	mu/ron				MU/ROU	MU/RON
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	2	N2N	GSN	17730	ἀργυρίου	ἀργυριου	αργυριου	ἀργύριον	a)rgu/rion				A)RGURI/OU	A)RGU/RION
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	2	N2N	GSN	17730	χρυσίου	χρυσιου	χρυσιου	χρυσίον	xrusi/on				XRUSI/OU	XRUSI/ON
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	A1S	APM	9987	πάντας	παντας	παντας	πᾶς	pa=j				PA/NTAS	PA=S
39	2	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
39	2	N2	APM	9986	οἴκους	οἰκους	οικους	οἶκος	oi)=koj				OI)/KOUS	OI)=KOS
39	2	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
39	2	N3E	GPN	18242	σκευῶν	σκευων	σκευων	σκεῦος	skeu=oj				SKEUW=N	SKEU=OS
39	2	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
39	2	N1S	GSF	13634	γάζης	γαζης	γαζης	γάζα	ga/za				GA/ZHS	GA/ZA
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	A1S	ASN	17667	πάντα	παντα	παντα	πᾶς	pa=j			,	PA/NTA	PA=S
39	2	A1	APN	18179	ὅσα	ὁσα	οσα	ὅσος	o(/soj				O(/SA	O(/SOS
39	2	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
39	2	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	2	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
39	2	N2	DPM	10114	θησαυροῖς	θησαυροις	θησαυροις	θησαυρός	qhsauro/j				QHSAUROI=S	QHSAURO/S
39	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			·	AU)TOU=	AU)TO/S
39	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	2	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
39	2	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
39	2	A3	ASN	17667	οὐθέν	οὐθεν	ουθεν	οὐδείς	ou)dei/j			,	OU)QE/N	OU)DEI/S
39	2	RR	NSM	14	ὃ	ὁ	ο	ὅς	o(/j				O(\	O(/S
39	2	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
39	2	VAI	AAI3S	633473	ἔδειξεν	ἐδειξεν	εδειξεν	δεικνύω	deiknu/w				E)/DEICEN	DEIKNU/W
39	2	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
39	2	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	2	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	2	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
39	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	3	VBI	AAI3S	633473	ἦλθεν	ἠλθεν	ηλθεν	ἔρχομαι	e)/rxomai				H)=LQEN	E)/RXOMAI
39	3	N1T	NSM	9346	Ησαιας	ησαιας	ησαιας	Ἡσαΐας	H(sai/:aj				*HSAIAS	*HSAIAS
39	3	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
39	3	N1M	NSM	9346	προφήτης	προφητης	προφητης	προφήτης	profh/thj				PROFH/THS	PROFH/THS
39	3	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
39	3	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
39	3	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς	basileu/j				BASILE/A	BASILEU/S
39	3	N1T	ASM	9474	Εζεκιαν	εζεκιαν	εζεκιαν	Ἐζεκίας	E)zeki/aj				*EZEKIAN	*EZEKIAS
39	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	3	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	3	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
39	3	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j				AU)TO/N	AU)TO/S
39	3	RI	ASM	12	Τί	τι	τι	τίς	ti/j				TI/	TI/S
39	3	V1	PAI3P	894081	λέγουσιν	λεγουσιν	λεγουσιν	λέγω	le/gw				LE/GOUSIN	LE/GW
39	3	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
39	3	N2	NPM	9858	ἄνθρωποι	ἀνθρωποι	ανθρωποι	ἄνθρωπος	a)/nqrwpoj				A)/NQRWPOI	A)/NQRWPOS
39	3	RD	NPM	11	οὗτοι	οὑτοι	ουτοι	οὗτος	ou(=toj				OU(=TOI	OU(=TOS
39	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	3	D		9	πόθεν	ποθεν	ποθεν	πόθεν	po/qen				PO/QEN	PO/QEN
39	3	V1	PAI3P	894081	ἥκασιν	ἡκασιν	ηκασιν	ἥκω	h(/kw				H(/KASIN	H(/KW
39	3	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
39	3	RP	AS	13	σέ	σε	σε	σέ	se/			;	SE/	SU/
39	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	3	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	3	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
39	3	P		8	Ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
39	3	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=				GH=S	GH=
39	3	D		9	πόρρωθεν	πορρωθεν	πορρωθεν	πόρρωθεν	po/rrwqen				PO/RRWQEN	PO/RRWQEN
39	3	V1	PAI3P	894081	ἥκασιν	ἡκασιν	ηκασιν	ἥκω	h(/kw				H(/KASIN	H(/KW
39	3	P		8	πρός	προς	προς	πρός	pro/j				PRO/S	PRO/S
39	3	RP	AS	13	με	με	με	μέ	me/			,	ME	E)GW/
39	3	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
39	3	N3W	GSF	13634	Βαβυλῶνος	βαβυλωνος	βαβυλωνος	Βαβυλών	Babulw/n			.	*BABULW=NOS	*BABULW/N
39	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	4	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	4	N1T	NSM	9346	Ησαιας	ησαιας	ησαιας	Ἡσαΐας	H(sai/:aj				*HSAIAS	*HSAIAS
39	4	RI	ASM	12	Τί	τι	τι	τίς	ti/j				TI/	TI/S
39	4	VBI	AAI3P	895617	εἴδοσαν	εἰδοσαν	ειδοσαν	ὁράω	o(ra/w				EI)/DOSAN	O(RA/W
39	4	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	4	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	4	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	4	RP	GS	13	σου	σου	σου	σοῦ	sou=			;	SOU	SU/
39	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	4	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	4	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
39	4	A1S	APN	18179	Πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
39	4	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
39	4	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	4	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	4	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	4	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
39	4	VBI	AAI3P	895617	εἴδοσαν	εἰδοσαν	ειδοσαν	ὁράω	o(ra/w			,	EI)/DOSAN	O(RA/W
39	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	4	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
39	4	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί	ei)mi/				E)/STIN	EI)MI/
39	4	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	4	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	4	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	4	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
39	4	RR	NSM	14	ὃ	ὁ	ο	ὅς	o(/j				O(\	O(/S
39	4	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
39	4	VBI	AAI3P	895617	εἴδοσαν	εἰδοσαν	ειδοσαν	ὁράω	o(ra/w			,	EI)/DOSAN	O(RA/W
39	4	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla/				A)LLA\	A)LLA/
39	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	4	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
39	4	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	4	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
39	4	N2	DPM	10114	θησαυροῖς	θησαυροις	θησαυροις	θησαυρός	qhsauro/j				QHSAUROI=S	QHSAURO/S
39	4	RP	GS	13	μου	μου	μου	μου	mou			.	MOU	E)GW/
39	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	5	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	5	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
39	5	N1T	NSM	9346	Ησαιας	ησαιας	ησαιας	Ἡσαΐας	H(sai/:aj				*HSAIAS	*HSAIAS
39	5	VA	AAD2S	633537	Ἄκουσον	ἀκουσον	ακουσον	ἀκούω	a)kou/w				A)/KOUSON	A)KOU/W
39	5	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
39	5	N2	ASM	9474	λόγον	λογον	λογον	λόγος	lo/goj				LO/GON	LO/GOS
39	5	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
39	5	N	G	4930	σαβαωθ	σαβαωθ	σαβαωθ	σαβαώθ	sabaw/q				SABAWQ	SABAWQ
39	6	I		6	Ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
39	6	N1A	NPF	13954	ἡμέραι	ἡμεραι	ημεραι	ἡμέρα	h(me/ra				H(ME/RAI	H(ME/RA
39	6	V1	PMI3P	898177	ἔρχονται	ἐρχονται	ερχονται	ἔρχομαι	e)/rxomai			,	E)/RXONTAI	E)/RXOMAI
39	6	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
39	6	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			,	KU/RIOS	KU/RIOS
39	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	6	VF	FMI3P	899201	λήμψονται	λημψονται	λημψονται	λαμβάνω	lamba/nw				LH/MYONTAI	LAMBA/NW
39	6	A3	ASN	17667	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
39	6	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
39	6	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	6	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	6	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	6	RP	GS	13	σου	σου	σου	σοῦ	sou=			,	SOU	SU/
39	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	6	A1	APN	18179	ὅσα	ὁσα	οσα	ὅσος	o(/soj				O(/SA	O(/SOS
39	6	VBI	AAI3P	895617	συνήγαγον	συνηγαγον	συνηγαγον	συνάγω	suna/gw				SUNH/GAGON	A)/GW            SUN
39	6	RA	NPM	10	οἱ	οἱ	οι	ὁ	o(				OI(	O(
39	6	N3	NPM	9858	πατέρες	πατερες	πατερες	πατήρ	path/r				PATE/RES	PATH/R
39	6	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
39	6	P		8	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
39	6	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
39	6	N1A	GSF	13634	ἡμέρας	ἡμερας	ημερας	ἡμέρα	h(me/ra				H(ME/RAS	H(ME/RA
39	6	RD	GSF	11	ταύτης	ταυτης	ταυτης	οὗτος	ou(=toj			,	TAU/THS	OU(=TOS
39	6	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
39	6	N3W	ASF	13570	Βαβυλῶνα	βαβυλωνα	βαβυλωνα	Βαβυλών	Babulw/n				*BABULW=NA	*BABULW/N
39	6	VF	FAI3S	632961	ἥξει	ἡξει	ηξει	ἥκω	h(/kw			,	H(/CEI	H(/KW
39	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	6	A3	ASN	17667	οὐδὲν	οὐδεν	ουδεν	οὐδείς	ou)dei/j				OU)DE\N	OU)DEI/S
39	6	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
39	6	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
39	6	VF	FAI3P	895105	καταλίπωσιν	καταλιπωσιν	καταλιπωσιν	καταλείπω	katalei/pw			·	KATALI/PWSIN	LEI/PW           KATA
39	6	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	6	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
39	6	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
39	6	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
39	7	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
39	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	7	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
39	7	RA	GPN	10	τῶν	των	των	ὁ	o(				TW=N	O(
39	7	N2N	GPN	18242	τέκνων	τεκνων	τεκνων	τέκνον	te/knon				TE/KNWN	TE/KNON
39	7	RP	GS	13	σου	σου	σου	σοῦ	sou=			,	SOU	SU/
39	7	RR	GPM	14	ὧν	ὡν	ων	ὅς	o(/j				W(=N	O(/S
39	7	VAI	AAI2S	633473	ἐγέννησας	ἐγεννησας	εγεννησας	γεννάω	genna/w			,	E)GE/NNHSAS	GENNA/W
39	7	VF	FMI3P	899201	λήμψονται	λημψονται	λημψονται	λαμβάνω	lamba/nw				LH/MYONTAI	LAMBA/NW
39	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	7	VF	FAI3P	895105	ποιήσουσιν	ποιησουσιν	ποιησουσιν	ποιέω	poie/w				POIH/SOUSIN	POIE/W
39	7	N3	APM	9986	σπάδοντας	σπαδοντας	σπαδοντας	σπάδων	spa/dwn				SPA/DONTAS	SPA/DWN
39	7	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
39	7	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
39	7	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi)=koj				OI)/KW|	OI)=KOS
39	7	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
39	7	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
39	7	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
39	7	N2	GPM	10050	Βαβυλωνίων	βαβυλωνιων	βαβυλωνιων	Βαβυλώνιος	Babulw/nioj			.	*BABULWNI/WN	*BABULW/NIOS
39	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
39	8	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω	e)/pw				EI)=PEN	EI)=PON
39	8	N1T	NSM	9346	Εζεκιας	εζεκιας	εζεκιας	Ἐζεκίας	E)zeki/aj				*EZEKIAS	*EZEKIAS
39	8	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
39	8	N1T	ASM	9474	Ησαιαν	ησαιαν	ησαιαν	Ἡσαΐας	H(sai/:aj				*HSAIAN	*HSAIAN
39	8	A1	NSM	9347	Ἀγαθὸς	ἀγαθος	αγαθος	ἀγαθός	a)gaqo/j				A)GAQO\S	A)GAQO/S
39	8	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
39	8	N2	NSM	9346	λόγος	λογος	λογος	λόγος	lo/goj				LO/GOS	LO/GOS
39	8	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj			,	KURI/OU	KU/RIOS
39	8	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
39	8	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	lale/w			·	E)LA/LHSEN	LALE/W
39	8	VB	AMD3S	637633	γενέσθω	γενεσθω	γενεσθω	γίνομαι	gi/nomai				GENE/SQW	GI/GNOMAI
39	8	X		5	δὴ	δη	δη	δή	dh/				DH\	DH/
