1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	lh=mma				LH=MMA	LH=MMA
2	5	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
2	5	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
2	5	N1	GSF	13634	ζωῆς	ζωης	ζωης	ζωή	zwh/				ZWH=S	ZWH/
2	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	5	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
2	5	N1	GSF	13634	εἰρήνης	εἰρηνης	ειρηνης	εἰρήνη	ei)rh/nh			,	EI)RH/NHS	EI)RH/NH
2	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	5	VAI	AAI1S	600705	ἔδωκα	ἐδωκα	εδωκα	δίδωμι	di/dwmi				E)/DWKA	DI/DWMI
2	5	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
2	5	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	5	N2	DSM	9602	φόβῳ	φοβω	φοβω	φόβος	fo/boj				FO/BW|	FO/BOS
2	5	V2	PMN	308609	φοβεῖσθαί	φοβεισθαι	φοβεισθαι	φοβέω	fobe/w				FOBEI=SQAI/	FOBE/W
2	5	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
2	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	5	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
2	5	N2N	GSN	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	pro/swpon				PROSW/POU	PRO/SWPON
2	5	N3M	GSN	17730	ὀνόματός	ὀνοματος	ονοματος	ὄνομα	o)/noma				O)NO/MATO/S	O)/NOMA
2	5	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
2	5	V1	PMN	308609	στέλλεσθαι	στελλεσθαι	στελλεσθαι	στέλλω	ste/llw				STE/LLESQAI	STE/LLW
2	5	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j			.	AU)TO/N	AU)TO/S
2	6	N2	NSM	9346	νόμος	νομος	νομος	νόμος	no/moj				NO/MOS	NO/MOS
2	6	N1A	GSF	13634	ἀληθείας	ἀληθειας	αληθειας	ἀλήθεια	a)lh/qeia				A)LHQEI/AS	A)LH/QEIA
2	6	V9	IAI3S	632449	ἦν	ἠν	ην	εἰμί	ei)mi/				H)=N	EI)MI/
2	6	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	6	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	6	N3M	DSN	17794	στόματι	στοματι	στοματι	στόμα	sto/ma				STO/MATI	STO/MA
2	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			,	AU)TOU=	AU)TO/S
2	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	6	N1A	NSF	13442	ἀδικία	ἀδικια	αδικια	ἀδικία	a)diki/a				A)DIKI/A	A)DIKI/A
2	6	D		9	οὐχ	οὐχ	ουχ	οὐ	ou)				OU)X	OU)
2	6	VC	API3S	641665	εὑρέθη	εὑρεθη	ευρεθη	εὑρίσκω	eu(ri/skw				EU(RE/QH	EU(RI/SKW
2	6	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	6	N3E	DPN	18306	χείλεσιν	χειλεσιν	χειλεσιν	χεῖλος	xei=loj				XEI/LESIN	XEI=LOS
2	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			·	AU)TOU=	AU)TO/S
2	6	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	6	N1	DSF	13698	εἰρήνῃ	εἰρηνη	ειρηνη	εἰρήνη	ei)rh/nh				EI)RH/NH|	EI)RH/NH
2	6	V1	PAPNSM	4793793	κατευθύνων	κατευθυνων	κατευθυνων	κατευθύνω	kateuqu/nw				KATEUQU/NWN	EU)QU/NW         KATA
2	6	VCI	API3S	641665	ἐπορεύθη	ἐπορευθη	επορευθη	πορεύομαι	poreu/omai				E)POREU/QH	POREU/OMAI
2	6	P		8	μετ	μετ	μετ	μετά	meta/				MET'	META/
2	6	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou=				E)MOU=	E)GW/
2	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	6	A1	APM	9987	πολλοὺς	πολλους	πολλους	πολύς	polu/j				POLLOU\S	POLU/S
2	6	VAI	AAI3S	633473	ἐπέστρεψεν	ἐπεστρεψεν	επεστρεψεν	ἐπιστρέφω	e)pistre/fw				E)PE/STREYEN	STRE/FW          E)PI
2	6	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
2	6	N1A	GSF	13634	ἀδικίας	ἀδικιας	αδικιας	ἀδικία	a)diki/a			.	A)DIKI/AS	A)DIKI/A
2	7	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
2	7	N3E	NPN	18050	χείλη	χειλη	χειλη	χεῖλος	xei=loj				XEI/LH	XEI=LOS
2	7	N3V	GSM	9538	ἱερέως	ἱερεως	ιερεως	ἱερεύς	i(ereu/j				I(ERE/WS	I(EREU/S
2	7	VF	FMI3S	637057	φυλάξεται	φυλαξεται	φυλαξεται	φυλάσσω	fula/ssw				FULA/CETAI	FULA/SSW
2	7	N3I	ASF	13570	γνῶσιν	γνωσιν	γνωσιν	γνῶσις	gnw=sij			,	GNW=SIN	GNW=SIS
2	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	7	N2	ASM	9474	νόμον	νομον	νομον	νόμος	no/moj				NO/MON	NO/MOS
2	7	VF	FAI3P	895105	ἐκζητήσουσιν	ἐκζητησουσιν	εκζητησουσιν	ἐκζητέω	e)kzhte/w				E)KZHTH/SOUSIN	ZHTE/W           E)K
2	7	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	7	N3M	GSN	17730	στόματος	στοματος	στοματος	στόμα	sto/ma				STO/MATOS	STO/MA
2	7	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			,	AU)TOU=	AU)TO/S
2	7	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
2	7	N2	NSM	9346	ἄγγελος	ἀγγελος	αγγελος	ἄγγελος	a)/ggeloj				A)/GGELOS	A)/GGELOS
2	7	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
2	7	N3R	GSM	9538	παντοκράτορός	παντοκρατορος	παντοκρατορος	παντοκράτωρ	pantokra/twr				PANTOKRA/TORO/S	PANTOKRA/TWR
2	7	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	ei)mi/			.	E)STIN	EI)MI/
2	8	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
2	8	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
2	8	VAI	AAI2P	895617	ἐξεκλίνατε	ἐξεκλινατε	εξεκλινατε	ἐκκλίνω	e)kkli/nw				E)CEKLI/NATE	KLI/NW           E)K
2	8	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	8	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
2	8	N2	GSF	13634	ὁδοῦ	ὁδου	οδου	ὁδός	o(do/j				O(DOU=	O(DO/S
2	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	8	A1	APM	9987	πολλοὺς	πολλους	πολλους	πολύς	polu/j				POLLOU\S	POLU/S
2	8	VAI	AAI2P	895617	ἠσθενήσατε	ἠσθενησατε	ησθενησατε	ἀσθενέω	a)sqene/w				H)SQENH/SATE	A)SQENE/W
2	8	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	8	N2	DSM	9602	νόμῳ	νομω	νομω	νόμος	no/moj			,	NO/MW|	NO/MOS
2	8	VAI	AAI2P	895617	διεφθείρατε	διεφθειρατε	διεφθειρατε	διαφθείρω	diafqei/rw				DIEFQEI/RATE	FQEI/RW          DIA
2	8	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	8	N1	ASF	13570	διαθήκην	διαθηκην	διαθηκην	διαθήκη	diaqh/kh				DIAQH/KHN	DIAQH/KH
2	8	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
2	8	N	GSM	9538	Λευι	λευι	λευι	Λευΐ	Leui/:			,	*LEUI	*LEUI/
2	8	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
2	8	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	8	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
2	9	C+RP	NS	4	κἀγὼ	κἀγω	καγω	κἀγώ	ka)gw/				KA)GW\	KAI/+E)GW/
2	9	VX	XAI1S	601217	δέδωκα	δεδωκα	δεδωκα	δίδωμι	di/dwmi				DE/DWKA	DI/DWMI
2	9	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
2	9	V4	PPPAPM	5129665	ἐξουδενωμένους	ἐξουδενωμενους	εξουδενωμενους	ἐξουδενόω	e)coudeno/w				E)COUDENWME/NOUS	E)COUDENO/W
2	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	9	VM	XMPAPM	5127617	παρειμένους	παρειμενους	παρειμενους	παρίημι	pari/hmi				PAREIME/NOUS	I(/HMI           PARA
2	9	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	9	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa=j				PA/NTA	PA=S
2	9	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
2	9	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e)/qnoj			,	E)/QNH	E)/QNOS
2	9	P		8	ἀνθ	ἀνθ	ανθ	ἀντί	a)nti/				A)NQ'	A)NTI/
2	9	RR	GPM	14	ὧν	ὡν	ων	ὅς	o(/j				W(=N	O(/S
2	9	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
2	9	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
2	9	VAI	AMI2P	899713	ἐφυλάξασθε	ἐφυλαξασθε	εφυλαξασθε	φυλάσσω	fula/ssw				E)FULA/CASQE	FULA/SSW
2	9	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
2	9	N2	APF	14082	ὁδούς	ὁδους	οδους	ὁδός	o(do/j				O(DOU/S	O(DO/S
2	9	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
2	9	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla/				A)LLA\	A)LLA/
2	9	V1I	IAI2P	894593	ἐλαμβάνετε	ἐλαμβανετε	ελαμβανετε	λαμβάνω	lamba/nw				E)LAMBA/NETE	LAMBA/NW
2	9	N2N	APN	18178	πρόσωπα	προσωπα	προσωπα	πρόσωπον	pro/swpon				PRO/SWPA	PRO/SWPON
2	9	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	9	N2	DSM	9602	νόμῳ	νομω	νομω	νόμος	no/moj			.	NO/MW|	NO/MOS
2	10	D		9	Οὐχὶ	οὐχι	ουχι	οὐχί	ou)xi/				OU)XI\	OU)
2	10	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
2	10	A3	NSM	9347	εἷς	εἱς	εις	εἷς	ei(=j				EI(=S	EI(=S
2	10	VAI	AAI3S	633473	ἔκτισεν	ἐκτισεν	εκτισεν	κτίζω	kti/zw				E)/KTISEN	KTI/ZW
2	10	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j			;	U(MA=S	SU/
2	10	D		9	οὐχὶ	οὐχι	ουχι	οὐχί	ou)xi/				OU)XI\	OU)
2	10	N3	NSM	9346	πατὴρ	πατηρ	πατηρ	πατήρ	path/r				PATH\R	PATH/R
2	10	A3	NSM	9347	εἷς	εἱς	εις	εἷς	ei(=j				EI(=S	EI(=S
2	10	A3	GPM	10051	πάντων	παντων	παντων	πᾶς	pa=j				PA/NTWN	PA=S
2	10	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			;	U(MW=N	SU/
2	10	RI	ASN	12	τί	τι	τι	τίς	ti/j				TI/	TI/S
2	10	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
2	10	VBI	AAI2P	895617	ἐγκατελίπετε	ἐγκατελιπετε	εγκατελιπετε	ἐγκαταλείπω	e)gkatalei/pw				E)GKATELI/PETE	LEI/PW           E)N   KATA
2	10	A1	NSM	9347	ἕκαστος	ἑκαστος	εκαστος	ἕκαστος	e(/kastoj				E(/KASTOS	E(/KASTOS
2	10	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
2	10	N2	ASM	9474	ἀδελφὸν	ἀδελφον	αδελφον	ἀδελφός	a)delfo/j				A)DELFO\N	A)DELFO/S
2	10	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j				AU)TOU=	AU)TO/S
2	10	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
2	10	VA	AAN	306049	βεβηλῶσαι	βεβηλωσαι	βεβηλωσαι	βεβηλόω	bebhlo/w				BEBHLW=SAI	BEBHLO/W
2	10	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
2	10	N1	ASF	13570	διαθήκην	διαθηκην	διαθηκην	διαθήκη	diaqh/kh				DIAQH/KHN	DIAQH/KH
2	10	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
2	10	N3	GPM	10050	πατέρων	πατερων	πατερων	πατήρ	path/r				PATE/RWN	PATH/R
2	10	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			;	U(MW=N	SU/
2	11	VVI	API3S	641665	ἐγκατελείφθη	ἐγκατελειφθη	εγκατελειφθη	ἐγκαταλείπω	e)gkatalei/pw				E)GKATELEI/FQH	LEI/PW           E)N   KATA
2	11	N1T	NSM	9346	Ιουδας	ιουδας	ιουδας	Ἰούδας	I)ou/daj			,	*IOUDAS	*I)OU/DAS
2	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	11	N3M	NSN	17538	βδέλυγμα	βδελυγμα	βδελυγμα	βδέλυγμα	bde/lugma				BDE/LUGMA	BDE/LUGMA
2	11	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai				E)GE/NETO	GI/GNOMAI
2	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	11	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	11	N	DSM	9602	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
2	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	11	N	DSF	13698	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	I(erousalh/m			,	*IEROUSALHM	*I)EROUSALH/M
2	11	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
2	11	VAI	AAI3S	633473	ἐβεβήλωσεν	ἐβεβηλωσεν	εβεβηλωσεν	βεβηλόω	bebhlo/w				E)BEBH/LWSEN	BEBHLO/W
2	11	N1T	NSM	9346	Ιουδας	ιουδας	ιουδας	Ἰούδας	I)ou/daj				*IOUDAS	*I)OU/DAS
2	11	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
2	11	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος	a(/gioj				A(/GIA	A(/GIOS
2	11	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj			,	KURI/OU	KU/RIOS
2	11	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	11	RR	DPM	14	οἷς	οἱς	οις	ὅς	o(/j				OI(=S	O(/S
2	11	VAI	AAI3S	633473	ἠγάπησεν	ἠγαπησεν	ηγαπησεν	ἀγαπάω	a)gapa/w			,	H)GA/PHSEN	A)GAPA/W
2	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	11	VAI	AAI3S	633473	ἐπετήδευσεν	ἐπετηδευσεν	επετηδευσεν	ἐπιτηδεύω	e)pithdeu/w				E)PETH/DEUSEN	E)PITHDEU/W
2	11	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	11	N2	APM	9986	θεοὺς	θεους	θεους	θεός	qeo/j				QEOU\S	QEO/S
2	11	A1A	APM	9987	ἀλλοτρίους	ἀλλοτριους	αλλοτριους	ἀλλότριος	a)llo/trioj			.	A)LLOTRI/OUS	A)LLO/TRIOS
2	12	VF	FAI3S	632961	ἐξολεθρεύσει	ἐξολεθρευσει	εξολεθρευσει	ἐξολοθρεύω	e)coloqreu/w				E)COLEQREU/SEI	O)LEQREU/W       E)K
2	12	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	12	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
2	12	N2	ASM	9474	ἄνθρωπον	ἀνθρωπον	ανθρωπον	ἄνθρωπος	a)/nqrwpoj				A)/NQRWPON	A)/NQRWPOS
2	12	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
2	12	V2	PAPASM	4859329	ποιοῦντα	ποιουντα	ποιουντα	ποιέω	poie/w				POIOU=NTA	POIE/W
2	12	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj			,	TAU=TA	OU(=TOS
2	12	P		8	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
2	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	12	VC	APS3S	641793	ταπεινωθῇ	ταπεινωθη	ταπεινωθη	ταπεινόω	tapeino/w				TAPEINWQH=|	TAPEINO/W
2	12	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	12	N3M	GPN	18242	σκηνωμάτων	σκηνωματων	σκηνωματων	σκήνωμα	skh/nwma				SKHNWMA/TWN	SKH/NWMA
2	12	N	GSM	9538	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	I)akw/b				*IAKWB	*I)AKW/B
2	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	12	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	12	V1	PAPGPM	5154241	προσαγόντων	προσαγοντων	προσαγοντων	προσάγω	prosa/gw				PROSAGO/NTWN	A)/GW            PROS
2	12	N1A	ASF	13570	θυσίαν	θυσιαν	θυσιαν	θυσία	qusi/a				QUSI/AN	QUSI/A
2	12	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	12	N2	DSM	9602	κυρίῳ	κυριω	κυριω	κύριος	ku/rioj				KURI/W|	KU/RIOS
2	12	N3R	DSM	9602	παντοκράτορι	παντοκρατορι	παντοκρατορι	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TORI	PANTOKRA/TWR
2	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	13	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj			,	TAU=TA	OU(=TOS
2	13	RR	APN	14	ἃ	ἁ	α	ὅς	o(/j				A(\	O(/S
2	13	V2I	IAI1S	599681	ἐμίσουν	ἐμισουν	εμισουν	μισέω	mise/w			,	E)MI/SOUN	MISE/W
2	13	V2I	IAI2P	894593	ἐποιεῖτε	ἐποιειτε	εποιειτε	ποιέω	poie/w			·	E)POIEI=TE	POIE/W
2	13	V1I	IAI2P	894593	ἐκαλύπτετε	ἐκαλυπτετε	εκαλυπτετε	καλύπτω	kalu/ptw				E)KALU/PTETE	KALU/PTW
2	13	N3	DPN	18306	δάκρυσιν	δακρυσιν	δακρυσιν	δάκρυ	da/kru				DA/KRUSIN	DA/KRU
2	13	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
2	13	N2N	ASN	17666	θυσιαστήριον	θυσιαστηριον	θυσιαστηριον	θυσιαστήριον	qusiasth/rion				QUSIASTH/RION	QUSIASTH/RION
2	13	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj				KURI/OU	KU/RIOS
2	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	13	N2	DSM	9602	κλαυθμῷ	κλαυθμω	κλαυθμω	κλαυθμός	klauqmo/j				KLAUQMW=|	KLAUQMO/S
2	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	13	N2	DSM	9602	στεναγμῷ	στεναγμω	στεναγμω	στεναγμός	stenagmo/j				STENAGMW=|	STENAGMO/S
2	13	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	13	N2	GPM	10050	κόπων	κοπων	κοπων	κόπος	ko/poj			.	KO/PWN	KO/POS
2	13	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
2	13	A1A	ASM	9475	ἄξιον	ἀξιον	αξιον	ἄξιος	a)/cioj				A)/CION	A)/CIOS
2	13	VA	AAN	306049	ἐπιβλέψαι	ἐπιβλεψαι	επιβλεψαι	ἐπιβλέπω	e)pible/pw				E)PIBLE/YAI	BLE/PW           E)PI
2	13	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
2	13	N1A	ASF	13570	θυσίαν	θυσιαν	θυσιαν	θυσία	qusi/a				QUSI/AN	QUSI/A
2	13	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
2	13	VB	AAN	306049	λαβεῖν	λαβειν	λαβειν	λαμβάνω	lamba/nw				LABEI=N	LAMBA/NW
2	13	A1	ASM	9475	δεκτὸν	δεκτον	δεκτον	δεκτός	dekto/j				DEKTO\N	DEKTO/S
2	13	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
2	13	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
2	13	N3	GPF	14146	χειρῶν	χειρων	χειρων	χείρ	xei/r				XEIRW=N	XEI/R
2	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			;	U(MW=N	SU/
2	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	14	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
2	14	P		8	Ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e(/neka				E(/NEKEN	E(/NEKEN
2	14	RI	GSN	12	τίνος	τινος	τινος	τίς	ti/j			;	TI/NOS	TI/S
2	14	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
2	14	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	14	VAI	AMI3S	637569	διεμαρτύρατο	διεμαρτυρατο	διεμαρτυρατο	διαμαρτύρομαι	diamartu/romai				DIEMARTU/RATO	MARTURE/W        DIA
2	14	P		8	ἀνὰ	ἀνα	ανα	ἀνά	a)na/				A)NA\	A)NA/
2	14	A1	ASN	17667	μέσον	μεσον	μεσον	μέσος	me/soj				ME/SON	ME/SOS
2	14	RP	GS	13	σοῦ	σου	σου	σοῦ	sou=				SOU=	SU/
2	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	14	P		8	ἀνὰ	ἀνα	ανα	ἀνά	a)na/				A)NA\	A)NA/
2	14	A1	ASN	17667	μέσον	μεσον	μεσον	μέσος	me/soj				ME/SON	ME/SOS
2	14	N3K	GSF	13634	γυναικὸς	γυναικος	γυναικος	γυνή	gunh/				GUNAIKO\S	GUNH/
2	14	N3T	GSF	13634	νεότητός	νεοτητος	νεοτητος	νεότης	neo/thj				NEO/THTO/S	NEO/THS
2	14	RP	GS	13	σου	σου	σου	σοῦ	sou=			,	SOU	SU/
2	14	RR	ASF	14	ἣν	ἡν	ην	ὅς	o(/j				H(\N	O(/S
2	14	VBI	AAI2S	633473	ἐγκατέλιπες	ἐγκατελιπες	εγκατελιπες	ἐγκαταλείπω	e)gkatalei/pw			,	E)GKATE/LIPES	LEI/PW           E)N   KATA
2	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	14	RD	NSF	11	αὐτὴ	αὐτη	αυτη	αὐτός	au)to/j				AU)TH\	AU)TO/S
2	14	N2	NSF	13442	κοινωνός	κοινωνος	κοινωνος	κοινωνός	koinwno/j				KOINWNO/S	KOINWNO/S
2	14	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
2	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	14	N3K	NSF	13442	γυνὴ	γυνη	γυνη	γυνή	gunh/				GUNH\	GUNH/
2	14	N1	GSF	13634	διαθήκης	διαθηκης	διαθηκης	διαθήκη	diaqh/kh				DIAQH/KHS	DIAQH/KH
2	14	RP	GS	13	σου	σου	σου	σοῦ	sou=			.	SOU	SU/
2	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	15	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
2	15	RD	NSM	11	ἄλλος	ἀλλος	αλλος	ἄλλος	a)/lloj				A)/LLOS	A)/LLOS
2	15	VAI	AAI3S	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω	poie/w			,	E)POI/HSEN	POIE/W
2	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	15	N3M	ASN	17666	ὑπόλειμμα	ὑπολειμμα	υπολειμμα	ὑπόλειμμα	u(po/leimma				U(PO/LEIMMA	U(PO/LEIMMA
2	15	N3M	GSN	17730	πνεύματος	πνευματος	πνευματος	πνεῦμα	pneu=ma				PNEU/MATOS	PNEU=MA
2	15	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
2	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	15	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
2	15	RI	ASN	12	Τί	τι	τι	τίς	ti/j				TI/	TI/S
2	15	RD	ASN	11	ἄλλο	ἀλλο	αλλο	ἄλλος	a)/lloj				A)/LLO	A)/LLOS
2	15	C		4	ἀλλ	ἀλλ	αλλ	ἀλλά	a)lla/				A)LL'	A)LLA/
2	15	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
2	15	N3M	ASN	17666	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma				SPE/RMA	SPE/RMA
2	15	V2	PAI3S	631937	ζητεῖ	ζητει	ζητει	ζητέω	zhte/w				ZHTEI=	ZHTE/W
2	15	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
2	15	N2	NSM	9346	θεός	θεος	θεος	θεός	qeo/j			;	QEO/S	QEO/S
2	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
